Machine Module SVA1032X
Trace Name,Trace A
Meas Type,S21
Start Frequency,+4.000000000E+07
Stop Frequency,+1.300000000E+08
Format,Smith,R+jX
IFBW,1.000000e+04




Trace Data
Frequency,Formatted Data
4.000000e+07,1.146612e+01,-8.568550e+01,4.643579e-11,F
4.012000e+07,1.142571e+01,-8.545546e+01,4.642152e-11,F
4.024000e+07,1.121436e+01,-8.507395e+01,4.649065e-11,F
4.036000e+07,1.132737e+01,-8.481243e+01,4.649534e-11,F
4.048000e+07,1.120277e+01,-8.445774e+01,4.655220e-11,F
4.060000e+07,1.104454e+01,-8.428044e+01,4.651225e-11,F
4.072000e+07,1.112047e+01,-8.424093e+01,4.639693e-11,F
4.084000e+07,1.111645e+01,-8.364125e+01,4.659227e-11,F
4.096000e+07,1.106350e+01,-8.341427e+01,4.658218e-11,F
4.108000e+07,1.090471e+01,-8.336710e+01,4.647239e-11,F
4.120000e+07,1.068640e+01,-8.300296e+01,4.654032e-11,F
4.132000e+07,1.066330e+01,-8.240345e+01,4.674277e-11,F
4.144000e+07,1.096198e+01,-8.256732e+01,4.651491e-11,F
4.156000e+07,1.063230e+01,-8.244747e+01,4.644802e-11,F
4.168000e+07,1.057583e+01,-8.177387e+01,4.669581e-11,F
4.180000e+07,1.054442e+01,-8.171517e+01,4.659520e-11,F
4.192000e+07,1.067716e+01,-8.126017e+01,4.672197e-11,F
4.204000e+07,1.047435e+01,-8.130146e+01,4.656494e-11,F
4.216000e+07,1.036082e+01,-8.077810e+01,4.673324e-11,F
4.228000e+07,1.046526e+01,-8.057179e+01,4.671992e-11,F
4.240000e+07,1.048679e+01,-8.055017e+01,4.660020e-11,F
4.252000e+07,1.036218e+01,-8.015280e+01,4.669906e-11,F
4.264000e+07,1.018090e+01,-7.978064e+01,4.678487e-11,F
4.276000e+07,1.032569e+01,-7.980981e+01,4.663652e-11,F
4.288000e+07,1.025499e+01,-7.932592e+01,4.678969e-11,F
