Freq.	-V(reflectedwaveover20)/V(minusincidentwaveover20)
7.08640864086401e+07	-9.68642482470159e-01,2.47266034686194e-01
7.08700870087001e+07	-9.68571293002960e-01,2.47542727721382e-01
7.08760876087601e+07	-9.68500024151565e-01,2.47819400159213e-01
7.08820882088201e+07	-9.68428675921975e-01,2.48096051977001e-01
7.08880888088802e+07	-9.68357248320117e-01,2.48372683152002e-01
7.08940894089402e+07	-9.68285741352073e-01,2.48649293661510e-01
7.09000900090002e+07	-9.68214155023754e-01,2.48925883482816e-01
7.09060906090602e+07	-9.68142489341235e-01,2.49202452593199e-01
7.09120912091202e+07	-9.68070744310487e-01,2.49479000969960e-01
7.09180918091802e+07	-9.67998919937599e-01,2.49755528590380e-01
7.09240924092402e+07	-9.67927016228506e-01,2.50032035431764e-01
7.09300930093002e+07	-9.67855033189335e-01,2.50308521471393e-01
7.09360936093602e+07	-9.67782970826077e-01,2.50584986686584e-01
7.09420942094202e+07	-9.67710829144716e-01,2.50861431054609e-01
7.09480948094802e+07	-9.67638608151460e-01,2.51137854552795e-01
7.09540954095402e+07	-9.67566307852212e-01,2.51414257158428e-01
7.09600960096002e+07	-9.67493928253131e-01,2.51690638848808e-01
7.09660966096602e+07	-9.67421469360239e-01,2.51966999601255e-01
7.09720972097202e+07	-9.67348931179708e-01,2.52243339393082e-01
7.09780978097802e+07	-9.67276313717491e-01,2.52519658201571e-01
7.09840984098402e+07	-9.67203616979789e-01,2.52795956004060e-01
7.09900990099002e+07	-9.67130840972591e-01,2.53072232777837e-01
7.09960996099602e+07	-9.67057985702133e-01,2.53348488500244e-01
7.10021002100202e+07	-9.66985051174441e-01,2.53624723148586e-01
7.10081008100802e+07	-9.66912037395652e-01,2.53900936700176e-01
7.10141014101402e+07	-9.66838944371915e-01,2.54177129132337e-01
7.10201020102002e+07	-9.66765772109292e-01,2.54453300422389e-01
7.10261026102602e+07	-9.66692520613967e-01,2.54729450547655e-01
7.10321032103202e+07	-9.66619189892104e-01,2.55005579485469e-01
7.10381038103802e+07	-9.66545779949855e-01,2.55281687213155e-01
7.10441044104402e+07	-9.66472290793376e-01,2.55557773708036e-01
7.10501050105002e+07	-9.66398722428719e-01,2.55833838947441e-01
7.10561056105602e+07	-9.66325074862210e-01,2.56109882908705e-01
7.10621062106202e+07	-9.66251348099911e-01,2.56385905569178e-01
7.10681068106802e+07	-9.66177542148096e-01,2.56661906906179e-01
7.10741074107402e+07	-9.66103657012844e-01,2.56937886897039e-01
7.10801080108002e+07	-9.66029692700483e-01,2.57213845519107e-01
7.10861086108602e+07	-9.65955649217144e-01,2.57489782749741e-01
7.10921092109202e+07	-9.65881526568975e-01,2.57765698566258e-01
7.10981098109802e+07	-9.65807324762343e-01,2.58041592946019e-01
7.11041104110402e+07	-9.65733043803338e-01,2.58317465866358e-01
7.11101110111002e+07	-9.65658683698206e-01,2.58593317304636e-01
7.11161116111602e+07	-9.65584244453229e-01,2.58869147238201e-01
7.11221122112202e+07	-9.65509726074645e-01,2.59144955644410e-01
7.11281128112802e+07	-9.65435128568639e-01,2.59420742500594e-01
7.11341134113402e+07	-9.65360451941504e-01,2.59696507784132e-01
7.11401140114002e+07	-9.65285696199525e-01,2.59972251472380e-01
7.11461146114602e+07	-9.65210861348967e-01,2.60247973542695e-01
7.11521152115202e+07	-9.65135947396061e-01,2.60523673972430e-01
7.11581158115802e+07	-9.65060954347107e-01,2.60799352738949e-01
7.11641164116402e+07	-9.64985882208389e-01,2.61075009819626e-01
7.11701170117002e+07	-9.64910730986178e-01,2.61350645191829e-01
7.11761176117602e+07	-9.64835500686864e-01,2.61626258832921e-01
7.11821182118202e+07	-9.64760191316637e-01,2.61901850720274e-01
7.11881188118802e+07	-9.64684802881812e-01,2.62177420831251e-01
7.11941194119402e+07	-9.64609335388862e-01,2.62452969143246e-01
7.12001200120002e+07	-9.64533788843888e-01,2.62728495633614e-01
7.12061206120602e+07	-9.64458163253377e-01,2.63004000279746e-01
7.12121212121202e+07	-9.64382458623666e-01,2.63279483059020e-01
7.12181218121802e+07	-9.64306674960986e-01,2.63554943948820e-01
7.12241224122402e+07	-9.64230812271738e-01,2.63830382926512e-01
7.12301230123002e+07	-9.64154870562361e-01,2.64105799969497e-01
7.12361236123602e+07	-9.64078849839108e-01,2.64381195055169e-01
7.12421242124202e+07	-9.64002750108420e-01,2.64656568160899e-01
7.12481248124802e+07	-9.63926571376691e-01,2.64931919264091e-01
7.12541254125402e+07	-9.63850313650169e-01,2.65207248342131e-01
7.12601260126002e+07	-9.63773976935401e-01,2.65482555372410e-01
7.12661266126602e+07	-9.63697561238672e-01,2.65757840332331e-01
7.12721272127202e+07	-9.63621066566448e-01,2.66033103199294e-01
7.12781278127802e+07	-9.63544492925137e-01,2.66308343950700e-01
7.12841284128402e+07	-9.63467840321111e-01,2.66583562563946e-01
7.12901290129002e+07	-9.63391108760815e-01,2.66858759016424e-01
7.12961296129602e+07	-9.63314298250694e-01,2.67133933285565e-01
7.13021302130202e+07	-9.63237408797098e-01,2.67409085348749e-01
7.13081308130802e+07	-9.63160440406575e-01,2.67684215183408e-01
7.13141314131402e+07	-9.63083393085551e-01,2.67959322766942e-01
7.13201320132002e+07	-9.63006266840434e-01,2.68234408076769e-01
7.13261326132602e+07	-9.62929061677707e-01,2.68509471090304e-01
7.13321332133202e+07	-9.62851777603813e-01,2.68784511784953e-01
7.13381338133802e+07	-9.62774414625292e-01,2.69059530138156e-01
7.13441344134402e+07	-9.62696972748533e-01,2.69334526127306e-01
7.13501350135002e+07	-9.62619451980113e-01,2.69609499729852e-01
7.13561356135602e+07	-9.62541852326453e-01,2.69884450923203e-01
7.13621362136202e+07	-9.62464173794078e-01,2.70159379684783e-01
7.13681368136802e+07	-9.62386416389467e-01,2.70434285992031e-01
7.13741374137402e+07	-9.62308580119200e-01,2.70709169822371e-01
7.13801380138002e+07	-9.62230664989727e-01,2.70984031153231e-01
7.13861386138602e+07	-9.62152671007571e-01,2.71258869962052e-01
7.13921392139202e+07	-9.62074598179376e-01,2.71533686226277e-01
7.13981398139802e+07	-9.61996446511475e-01,2.71808479923326e-01
7.14041404140402e+07	-9.61918216010594e-01,2.72083251030650e-01
7.14101410141002e+07	-9.61839906683147e-01,2.72357999525673e-01
7.14161416141602e+07	-9.61761518535823e-01,2.72632725385867e-01
7.14221422142202e+07	-9.61683051575097e-01,2.72907428588655e-01
7.14281428142802e+07	-9.61604505807582e-01,2.73182109111485e-01
7.14341434143402e+07	-9.61525881239782e-01,2.73456766931832e-01
7.14401440144002e+07	-9.61447177878355e-01,2.73731402027103e-01
