Freq.	S11(v1)	S21(v1)
6.63663671451452e+07	-1.60909077608709e-01,-1.69337574272282e-03	-4.12384621641487e-02,-9.86081363990203e-01
6.66666674444445e+07	-1.56029455401206e-01,-5.17218552494508e-04	-5.05277471793134e-02,-9.86434394814506e-01
6.69669677437438e+07	-1.51054763636360e-01,5.70790473283456e-04	-5.98867053798263e-02,-9.86684702509509e-01
6.72672680430431e+07	-1.45985747114492e-01,1.56729449086307e-03	-6.93147434670666e-02,-9.86829173627588e-01
6.75675683423424e+07	-1.40823257010234e-01,2.46888938564108e-03	-7.88111619202733e-02,-9.86864641487087e-01
6.78678686416417e+07	-1.35568255423038e-01,3.27212623859827e-03	-8.83751502991725e-02,-9.86787888676032e-01
6.81681689409410e+07	-1.30221819965314e-01,3.97351407103097e-03	-9.80057825074681e-02,-9.86595649837621e-01
6.84684692402403e+07	-1.24785148375293e-01,4.56952287971779e-03	-1.07702012030169e-01,-9.86284614749867e-01
6.87687695395396e+07	-1.19259563140377e-01,5.05658697442052e-03	-1.17462667159003e-01,-9.85851431711581e-01
6.90690698388389e+07	-1.13646516115499e-01,5.43110862923935e-03	-1.27286446221506e-01,-9.85292711246488e-01
6.93693701381382e+07	-1.07947593119621e-01,5.68946205890186e-03	-1.37171912830716e-01,-9.84605030136831e-01
6.96696704374375e+07	-1.02164518492194e-01,5.82799773048076e-03	-1.47117491173811e-01,-9.83784935797260e-01
6.99699707367368e+07	-9.62991595899390e-02,5.84304702033867e-03	-1.57121461359436e-01,-9.82828950999098e-01
7.02702710360361e+07	-9.03535312029680e-02,5.73092722527518e-03	-1.67181954844906e-01,-9.81733578954245e-01
7.05705713353354e+07	-8.43297998678130e-02,5.48794693589288e-03	-1.77296949965895e-01,-9.80495308767052e-01
7.08708716346347e+07	-7.82302880535325e-02,5.11041177908073e-03	-1.87464267592691e-01,-9.79110621261348e-01
7.11711719339340e+07	-7.20574781956899e-02,4.59463053526538e-03	-1.97681566938465e-01,-9.77575995188573e-01
7.14714722332333e+07	-6.58140165516168e-02,3.93692163466064e-03	-2.07946341546454e-01,-9.75887913821529e-01
