Freq.	S11(v1)	S21(v1)
5.19819819819818e+07	-2.83428611666158e-01,-1.11813517661582e-01	3.00825834292614e-01,-8.77451761641720e-01
5.20720720720719e+07	-2.83231582768199e-01,-1.11042500099769e-01	2.98909579310831e-01,-8.78214476004800e-01
5.21621621621620e+07	-2.83027987781373e-01,-1.10270694540056e-01	2.96989801765158e-01,-8.78974853422172e-01
5.22522522522520e+07	-2.82817804761268e-01,-1.09498130140627e-01	2.95066481187585e-01,-8.79732880210882e-01
5.23423423423421e+07	-2.82601011760736e-01,-1.08724836281812e-01	2.93139597058046e-01,-8.80488542421650e-01
5.24324324324322e+07	-2.82377586830874e-01,-1.07950842568303e-01	2.91209128806052e-01,-8.81241825836760e-01
5.25225225225223e+07	-2.82147508022199e-01,-1.07176178831252e-01	2.89275055812201e-01,-8.81992715968007e-01
5.26126126126124e+07	-2.81910753385804e-01,-1.06400875130412e-01	2.87337357409771e-01,-8.82741198054606e-01
5.27027027027025e+07	-2.81667300974521e-01,-1.05624961756329e-01	2.85396012886359e-01,-8.83487257061097e-01
5.27927927927926e+07	-2.81417128844146e-01,-1.04848469232486e-01	2.83451001485502e-01,-8.84230877675239e-01
5.28828828828827e+07	-2.81160215054641e-01,-1.04071428317544e-01	2.81502302408411e-01,-8.84972044305896e-01
5.29729729729728e+07	-2.80896537671463e-01,-1.03293870007484e-01	2.79549894815615e-01,-8.85710741080929e-01
5.30630630630628e+07	-2.80626074766852e-01,-1.02515825537818e-01	2.77593757828710e-01,-8.86446951845057e-01
5.31531531531529e+07	-2.80348804421129e-01,-1.01737326385876e-01	2.75633870532181e-01,-8.87180660157728e-01
5.32432432432430e+07	-2.80064704724125e-01,-1.00958404272951e-01	2.73670211975123e-01,-8.87911849290977e-01
5.33333333333331e+07	-2.79773753776561e-01,-1.00179091166579e-01	2.71702761173106e-01,-8.88640502227283e-01
5.34234234234232e+07	-2.79475929691481e-01,-9.93994192828037e-02	2.69731497110040e-01,-8.89366601657403e-01
5.35135135135133e+07	-2.79171210595746e-01,-9.86194210883916e-02	2.67756398740034e-01,-8.90090129978219e-01
