Freq.	S11(v1)	S21(v1)
7.84684684684676e+07	9.05640649454564e-02,-5.95003223135055e-02	-4.51751884412745e-01,-8.85504044071993e-01
7.85285285285277e+07	9.19018712180650e-02,-6.04950782504418e-02	-4.53790038851330e-01,-8.84255770264982e-01
7.85885885885877e+07	9.32377084644154e-02,-6.14980217769397e-02	-4.55825395846960e-01,-8.82998961852301e-01
7.86486486486478e+07	9.45715219463987e-02,-6.25091558654702e-02	-4.57857901080207e-01,-8.81733616589394e-01
7.87087087087078e+07	9.59032567611131e-02,-6.35284830612907e-02	-4.59887500060127e-01,-8.80459732658912e-01
7.87687687687679e+07	9.72328578445554e-02,-6.45560054793766e-02	-4.61914138127951e-01,-8.79177308673867e-01
7.88288288288279e+07	9.85602699753620e-02,-6.55917248013878e-02	-4.63937760460856e-01,-8.77886343680757e-01
7.88888888888880e+07	9.98854377786025e-02,-6.66356422726645e-02	-4.65958312075770e-01,-8.76586837162652e-01
7.89489489489481e+07	1.01208305729623e-01,-6.76877586992598e-02	-4.67975737833233e-01,-8.75278789042252e-01
7.90090090090081e+07	1.02528818157941e-01,-6.87480744450060e-02	-4.69989982441312e-01,-8.73962199684914e-01
7.90690690690682e+07	1.03846919251193e-01,-6.98165894286122e-02	-4.72000990459570e-01,-8.72637069901630e-01
7.91291291291282e+07	1.05162553059129e-01,-7.08933031208083e-02	-4.74008706303080e-01,-8.71303400951983e-01
7.91891891891883e+07	1.06475663497658e-01,-7.19782145415124e-02	-4.76013074246499e-01,-8.69961194547061e-01
7.92492492492483e+07	1.07786194352945e-01,-7.30713222570485e-02	-4.78014038428181e-01,-8.68610452852327e-01
7.93093093093084e+07	1.09094089285558e-01,-7.41726243773940e-02	-4.80011542854351e-01,-8.67251178490462e-01
7.93693693693684e+07	1.10399291834660e-01,-7.52821185534738e-02	-4.82005531403325e-01,-8.65883374544152e-01
7.94294294294285e+07	1.11701745422252e-01,-7.63998019744913e-02	-4.83995947829782e-01,-8.64507044558856e-01
7.94894894894885e+07	1.13001393357469e-01,-7.75256713653005e-02	-4.85982735769079e-01,-8.63122192545505e-01
7.95495495495486e+07	1.14298178840916e-01,-7.86597229838207e-02	-4.87965838741627e-01,-8.61728822983191e-01
7.96096096096087e+07	1.15592044969058e-01,-7.98019526185003e-02	-4.89945200157303e-01,-8.60326940821777e-01
7.96696696696687e+07	1.16882934738652e-01,-8.09523555858128e-02	-4.91920763319917e-01,-8.58916551484494e-01
7.97297297297288e+07	1.18170791051232e-01,-8.21109267278091e-02	-4.93892471431730e-01,-8.57497660870475e-01
7.97897897897888e+07	1.19455556717637e-01,-8.32776604097100e-02	-4.95860267598012e-01,-8.56070275357246e-01
7.98498498498489e+07	1.20737174462582e-01,-8.44525505175457e-02	-4.97824094831651e-01,-8.54634401803174e-01
7.99099099099089e+07	1.22015586929281e-01,-8.56355904558437e-02	-4.99783896057809e-01,-8.53190047549867e-01
7.99699699699690e+07	1.23290736684110e-01,-8.68267731453672e-02	-5.01739614118625e-01,-8.51737220424516e-01
8.00300300300290e+07	1.24562566221316e-01,-8.80260910208962e-02	-5.03691191777958e-01,-8.50275928742206e-01
8.00900900900891e+07	1.25831017967769e-01,-8.92335360290676e-02	-5.05638571726182e-01,-8.48806181308155e-01
8.01501501501491e+07	1.27096034287763e-01,-9.04490996262569e-02	-5.07581696585022e-01,-8.47327987419917e-01
8.02102102102092e+07	1.28357557487849e-01,-9.16727727765195e-02	-5.09520508912433e-01,-8.45841356869530e-01
8.02702702702692e+07	1.29615529821720e-01,-9.29045459495814e-02	-5.11454951207525e-01,-8.44346299945606e-01
8.03303303303293e+07	1.30869893495135e-01,-9.41444091188802e-02	-5.13384965915531e-01,-8.42842827435372e-01
8.03903903903894e+07	1.32120590670881e-01,-9.53923517596653e-02	-5.15310495432811e-01,-8.41330950626657e-01
8.04504504504494e+07	1.33367563473779e-01,-9.66483628471513e-02	-5.17231482111909e-01,-8.39810681309817e-01
8.05105105105095e+07	1.34610753995728e-01,-9.79124308547266e-02	-5.19147868266637e-01,-8.38282031779614e-01
8.05705705705695e+07	1.35850104300791e-01,-9.91845437522173e-02	-5.21059596177214e-01,-8.36745014837027e-01
8.06306306306296e+07	1.37085556430314e-01,-1.00464689004213e-01	-5.22966608095432e-01,-8.35199643791017e-01
8.06906906906896e+07	1.38317052408089e-01,-1.01752853568445e-01	-5.24868846249866e-01,-8.33645932460222e-01
8.07507507507497e+07	1.39544534245550e-01,-1.03049023894230e-01	-5.26766252851128e-01,-8.32083895174596e-01
8.08108108108097e+07	1.40767943947006e-01,-1.04353185920964e-01	-5.28658770097143e-01,-8.30513546776999e-01
8.08708708708698e+07	1.41987223514911e-01,-1.05665325076688e-01	-5.30546340178483e-01,-8.28934902624703e-01
8.09309309309298e+07	1.43202314955172e-01,-1.06985426276708e-01	-5.32428905283718e-01,-8.27347978590862e-01
8.09909909909899e+07	1.44413160282478e-01,-1.08313473922275e-01	-5.34306407604808e-01,-8.25752791065901e-01
8.10510510510499e+07	1.45619701525684e-01,-1.09649451899337e-01	-5.36178789342540e-01,-8.24149356958845e-01
8.11111111111100e+07	1.46821880733205e-01,-1.10993343577341e-01	-5.38045992711982e-01,-8.22537693698596e-01
8.11711711711701e+07	1.48019639978458e-01,-1.12345131808115e-01	-5.39907959947982e-01,-8.20917819235129e-01
8.12312312312301e+07	1.49212921365329e-01,-1.13704798924797e-01	-5.41764633310692e-01,-8.19289752040632e-01
8.12912912912902e+07	1.50401667033667e-01,-1.15072326740847e-01	-5.43615955091130e-01,-8.17653511110578e-01
8.13513513513502e+07	1.51585819164813e-01,-1.16447696549111e-01	-5.45461867616762e-01,-8.16009115964731e-01
8.14114114114103e+07	1.52765319987155e-01,-1.17830889120960e-01	-5.47302313257124e-01,-8.14356586648083e-01
8.14714714714703e+07	1.53940111781711e-01,-1.19221884705496e-01	-5.49137234429471e-01,-8.12695943731720e-01
8.15315315315304e+07	1.55110136887733e-01,-1.20620663028821e-01	-5.50966573604443e-01,-8.11027208313630e-01
8.15915915915904e+07	1.56275337708351e-01,-1.22027203293380e-01	-5.52790273311773e-01,-8.09350402019427e-01
8.16516516516505e+07	1.57435656716224e-01,-1.23441484177369e-01	-5.54608276146007e-01,-8.07665547003015e-01
8.17117117117105e+07	1.58591036459228e-01,-1.24863483834219e-01	-5.56420524772261e-01,-8.05972665947179e-01
8.17717717717706e+07	1.59741419566158e-01,-1.26293179892143e-01	-5.58226961931994e-01,-8.04271782064103e-01
8.18318318318307e+07	1.60886748752461e-01,-1.27730549453762e-01	-5.60027530448802e-01,-8.02562919095818e-01
8.18918918918907e+07	1.62026966825984e-01,-1.29175569095794e-01	-5.61822173234244e-01,-8.00846101314575e-01
8.19519519519508e+07	1.63162016692739e-01,-1.30628214868822e-01	-5.63610833293679e-01,-7.99121353523151e-01
8.20120120120108e+07	1.64291841362695e-01,-1.32088462297133e-01	-5.65393453732128e-01,-7.97388701055071e-01
8.20720720720709e+07	1.65416383955582e-01,-1.33556286378630e-01	-5.67169977760152e-01,-7.95648169774766e-01
8.21321321321309e+07	1.66535587706713e-01,-1.35031661584815e-01	-5.68940348699749e-01,-7.93899786077656e-01
8.21921921921910e+07	1.67649395972825e-01,-1.36514561860851e-01	-5.70704509990274e-01,-7.92143576890144e-01
8.22522522522510e+07	1.68757752237930e-01,-1.38004960625697e-01	-5.72462405194358e-01,-7.90379569669554e-01
8.23123123123111e+07	1.69860600119179e-01,-1.39502830772311e-01	-5.74213978003861e-01,-7.88607792403982e-01
8.23723723723711e+07	1.70957883372749e-01,-1.41008144667945e-01	-5.75959172245827e-01,-7.86828273612071e-01
8.24324324324312e+07	1.72049545899727e-01,-1.42520874154501e-01	-5.77697931888453e-01,-7.85041042342708e-01
