Freq.	-V(reflectedwaveover20)/V(minusincidentwaveover20)
7.10681068106802e+07	6.63868525116250e-01,-1.43344208304977e-01
7.10741074107402e+07	6.63865891095941e-01,-1.43356499048715e-01
7.10801080108002e+07	6.63863256856419e-01,-1.43368789712986e-01
7.10861086108602e+07	6.63860622397684e-01,-1.43381080297792e-01
7.10921092109202e+07	6.63857987719737e-01,-1.43393370803138e-01
7.10981098109802e+07	6.63855352822581e-01,-1.43405661229028e-01
7.11041104110402e+07	6.63852717706214e-01,-1.43417951575468e-01
7.11101110111002e+07	6.63850082370639e-01,-1.43430241842459e-01
7.11161116111602e+07	6.63847446815856e-01,-1.43442532030006e-01
7.11221122112202e+07	6.63844811041866e-01,-1.43454822138114e-01
7.11281128112802e+07	6.63842175048670e-01,-1.43467112166787e-01
7.11341134113402e+07	6.63839538836269e-01,-1.43479402116028e-01
7.11401140114002e+07	6.63836902404664e-01,-1.43491691985841e-01
7.11461146114602e+07	6.63834265753856e-01,-1.43503981776231e-01
7.11521152115202e+07	6.63831628883844e-01,-1.43516271487203e-01
7.11581158115802e+07	6.63828991794632e-01,-1.43528561118758e-01
7.11641164116402e+07	6.63826354486220e-01,-1.43540850670902e-01
7.11701170117002e+07	6.63823716958609e-01,-1.43553140143640e-01
7.11761176117602e+07	6.63821079211798e-01,-1.43565429536974e-01
7.11821182118202e+07	6.63818441245789e-01,-1.43577718850909e-01
7.11881188118802e+07	6.63815803060585e-01,-1.43590008085450e-01
7.11941194119402e+07	6.63813164656184e-01,-1.43602297240599e-01
7.12001200120002e+07	6.63810526032589e-01,-1.43614586316361e-01
7.12061206120602e+07	6.63807887189799e-01,-1.43626875312741e-01
7.12121212121202e+07	6.63805248127817e-01,-1.43639164229742e-01
7.12181218121802e+07	6.63802608846642e-01,-1.43651453067367e-01
7.12241224122402e+07	6.63799969346276e-01,-1.43663741825622e-01
7.12301230123002e+07	6.63797329626720e-01,-1.43676030504509e-01
7.12361236123602e+07	6.63794689687975e-01,-1.43688319104035e-01
7.12421242124202e+07	6.63792049530041e-01,-1.43700607624201e-01
7.12481248124802e+07	6.63789409152920e-01,-1.43712896065012e-01
7.12541254125402e+07	6.63786768556612e-01,-1.43725184426474e-01
7.12601260126002e+07	6.63784127741119e-01,-1.43737472708588e-01
7.12661266126602e+07	6.63781486706441e-01,-1.43749760911358e-01
7.12721272127202e+07	6.63778845452578e-01,-1.43762049034791e-01
7.12781278127802e+07	6.63776203979534e-01,-1.43774337078888e-01
7.12841284128402e+07	6.63773562287307e-01,-1.43786625043655e-01
7.12901290129002e+07	6.63770920375899e-01,-1.43798912929095e-01
7.12961296129602e+07	6.63768278245312e-01,-1.43811200735212e-01
7.13021302130202e+07	6.63765635895545e-01,-1.43823488462010e-01
7.13081308130802e+07	6.63762993326600e-01,-1.43835776109493e-01
7.13141314131402e+07	6.63760350538478e-01,-1.43848063677666e-01
7.13201320132002e+07	6.63757707531179e-01,-1.43860351166532e-01
7.13261326132602e+07	6.63755064304705e-01,-1.43872638576094e-01
7.13321332133202e+07	6.63752420859056e-01,-1.43884925906358e-01
7.13381338133802e+07	6.63749777194234e-01,-1.43897213157327e-01
7.13441344134402e+07	6.63747133310239e-01,-1.43909500329005e-01
7.13501350135002e+07	6.63744489207073e-01,-1.43921787421396e-01
7.13561356135602e+07	6.63741844884735e-01,-1.43934074434503e-01
7.13621362136202e+07	6.63739200343227e-01,-1.43946361368332e-01
7.13681368136802e+07	6.63736555582551e-01,-1.43958648222885e-01
7.13741374137402e+07	6.63733910602707e-01,-1.43970934998167e-01
7.13801380138002e+07	6.63731265403696e-01,-1.43983221694182e-01
7.13861386138602e+07	6.63728619985518e-01,-1.43995508310934e-01
7.13921392139202e+07	6.63725974348176e-01,-1.44007794848426e-01
7.13981398139802e+07	6.63723328491668e-01,-1.44020081306663e-01
7.14041404140402e+07	6.63720682415997e-01,-1.44032367685648e-01
7.14101410141002e+07	6.63718036121165e-01,-1.44044653985386e-01
7.14161416141602e+07	6.63715389607170e-01,-1.44056940205879e-01
7.14221422142202e+07	6.63712742874014e-01,-1.44069226347134e-01
7.14281428142802e+07	6.63710095921700e-01,-1.44081512409153e-01
7.14341434143402e+07	6.63707448750226e-01,-1.44093798391940e-01
7.14401440144002e+07	6.63704801359596e-01,-1.44106084295499e-01
