Record Length,Analog:140
Sample Interval,CH:0.0000000020000
Vertical Units,CH1:V CH2:V CH3:V,,,
Vertical Scale,CH1:+2.000000E-01 CH2:+2.000000E-01 CH3:+2.000000E-01,,,
Vertical Offset,CH1:-6.440000E-01 CH2:-6.400000E-01 CH3:-6.400000E-01,,,
Horizontal Units,us,,,
Horizontal Scale,0.0200000000,,,
Model Number,SDS1104X-E,,,
Serial Number,SDSMMFCQ5R6893,,,
Software Version,8.1.6.1.35R2,,,
Source,CH1,CH2,CH3
Second,Volt,Volt,Volt
-5.760000E-08,-1.200002E-02,-8.000016E-03,-5.960464E-08
-5.560000E-08,-1.200002E-02,-8.000016E-03,-5.960464E-08
-5.360000E-08,-4.000008E-03,-8.000016E-03,-5.960464E-08
-5.160000E-08,-4.000008E-03,-5.960464E-08,+7.999957E-03
-4.960000E-08,-4.000008E-03,+7.999957E-03,+7.999957E-03
-4.760000E-08,-4.000008E-03,+7.999957E-03,-5.960464E-08
-4.560000E-08,-4.000008E-03,-8.000016E-03,-5.960464E-08
-4.360000E-08,-1.200002E-02,-8.000016E-03,-5.960464E-08
-4.160000E-08,-1.200002E-02,-8.000016E-03,-5.960464E-08
-3.960000E-08,-4.000008E-03,-8.000016E-03,+7.999957E-03
-3.760000E-08,+3.999949E-03,-8.000016E-03,+7.999957E-03
-3.560000E-08,+3.999949E-03,-8.000016E-03,-5.960464E-08
-3.360000E-08,-4.000008E-03,-8.000016E-03,-8.000016E-03
-3.160000E-08,-4.000008E-03,-8.000016E-03,-5.960464E-08
-2.960000E-08,-4.000008E-03,-8.000016E-03,+7.999957E-03
-2.760000E-08,-1.200002E-02,-5.960464E-08,-5.960464E-08
-2.560000E-08,-1.200002E-02,-5.960464E-08,-8.000016E-03
-2.360000E-08,-4.000008E-03,-5.960464E-08,-8.000016E-03
-2.160000E-08,-4.000008E-03,-8.000016E-03,-5.960464E-08
-1.960000E-08,-4.000008E-03,-8.000016E-03,+7.999957E-03
-1.760000E-08,-4.000008E-03,-8.000016E-03,+7.999957E-03
-1.560000E-08,-4.000008E-03,-8.000016E-03,-5.960464E-08
-1.360000E-08,-4.000008E-03,-8.000016E-03,-5.960464E-08
-1.160000E-08,-1.200002E-02,-8.000016E-03,-5.960464E-08
-9.600000E-09,-1.200002E-02,-5.960464E-08,-5.960464E-08
-7.600000E-09,-4.000008E-03,-5.960464E-08,-5.960464E-08
-5.600000E-09,+3.999949E-03,-8.000016E-03,-5.960464E-08
-3.600000E-09,-4.000008E-03,-5.960464E-08,-5.960464E-08
-1.600000E-09,-1.200002E-02,-5.960464E-08,-5.960464E-08
+4.000000E-10,+3.599995E-02,-8.000016E-03,-5.960464E-08
+2.400000E-09,+1.880000E-01,-8.000016E-03,+7.999957E-03
+4.400000E-09,+3.720000E-01,-8.000016E-03,-5.960464E-08
+6.400000E-09,+5.080000E-01,-8.000016E-03,-5.960464E-08
+8.400000E-09,+5.320000E-01,-8.000016E-03,-5.960464E-08
+1.040000E-08,+5.080000E-01,-8.000016E-03,-5.960464E-08
+1.240000E-08,+4.920000E-01,-8.000016E-03,-5.960464E-08
+1.440000E-08,+4.920000E-01,-8.000016E-03,-8.000016E-03
+1.640000E-08,+5.000000E-01,-8.000016E-03,-8.000016E-03
+1.840000E-08,+5.000000E-01,+7.999957E-03,-5.960464E-08
+2.040000E-08,+5.080000E-01,+1.120000E-01,-8.000016E-03
+2.240000E-08,+5.080000E-01,+2.800000E-01,-8.000016E-03
+2.440000E-08,+5.080000E-01,+4.400000E-01,-5.960464E-08
+2.640000E-08,+5.080000E-01,+5.120000E-01,-5.960464E-08
+2.840000E-08,+5.080000E-01,+5.120000E-01,-5.960464E-08
+3.040000E-08,+5.080000E-01,+5.039999E-01,-5.960464E-08
+3.240000E-08,+5.080000E-01,+5.120000E-01,-5.960464E-08
+3.440000E-08,+5.080000E-01,+5.200000E-01,-5.960464E-08
+3.640000E-08,+5.080000E-01,+5.200000E-01,-5.960464E-08
+3.840000E-08,+5.000000E-01,+5.200000E-01,-5.960464E-08
+4.040000E-08,+5.000000E-01,+5.200000E-01,-5.960464E-08
+4.240000E-08,+4.920000E-01,+5.200000E-01,-5.960464E-08
+4.440000E-08,+5.080000E-01,+5.200000E-01,-5.960464E-08
+4.640000E-08,+5.160000E-01,+5.200000E-01,-8.000016E-03
+4.840000E-08,+5.240000E-01,+5.200000E-01,+2.399993E-02
+5.040000E-08,+5.240000E-01,+5.200000E-01,+1.680000E-01
+5.240000E-08,+5.240000E-01,+5.200000E-01,+4.000000E-01
+5.440000E-08,+5.240000E-01,+5.200000E-01,+6.080000E-01
+5.640000E-08,+5.240000E-01,+5.200000E-01,+7.200000E-01
+5.840000E-08,+5.240000E-01,+5.120000E-01,+7.440000E-01
+6.040000E-08,+5.240000E-01,+5.120000E-01,+7.600000E-01
+6.240000E-08,+5.240000E-01,+5.039999E-01,+7.680000E-01
+6.440000E-08,+5.240000E-01,+5.039999E-01,+7.680000E-01
+6.640000E-08,+5.240000E-01,+5.039999E-01,+7.760000E-01
+6.840000E-08,+5.240000E-01,+5.039999E-01,+7.840000E-01
+7.040000E-08,+5.240000E-01,+5.120000E-01,+7.920000E-01
+7.240000E-08,+5.160000E-01,+5.120000E-01,+7.920000E-01
+7.440000E-08,+5.160000E-01,+5.039999E-01,+8.000000E-01
+7.640000E-08,+5.240000E-01,+5.039999E-01,+8.000000E-01
+7.840000E-08,+5.240000E-01,+5.200000E-01,+8.080000E-01
+8.040000E-08,+5.160000E-01,+5.440000E-01,+8.160000E-01
+8.240000E-08,+5.080000E-01,+6.160000E-01,+8.240000E-01
+8.440000E-08,+5.080000E-01,+6.880000E-01,+8.240000E-01
+8.640000E-08,+5.080000E-01,+7.520000E-01,+8.160000E-01
+8.840000E-08,+5.160000E-01,+7.760000E-01,+8.160000E-01
+9.040000E-08,+5.080000E-01,+7.840000E-01,+8.240000E-01
+9.240000E-08,+5.160000E-01,+7.920000E-01,+8.320000E-01
+9.440000E-08,+5.160000E-01,+8.000000E-01,+8.240000E-01
+9.640000E-08,+5.160000E-01,+8.000000E-01,+8.240000E-01
+9.840000E-08,+5.320000E-01,+8.000000E-01,+8.240000E-01
+1.004000E-07,+5.800000E-01,+8.080000E-01,+8.240000E-01
+1.024000E-07,+6.520000E-01,+8.160000E-01,+8.240000E-01
+1.044000E-07,+7.160000E-01,+8.160000E-01,+8.240000E-01
+1.064000E-07,+7.480000E-01,+8.160000E-01,+8.320000E-01
+1.084000E-07,+7.640000E-01,+8.160000E-01,+8.320000E-01
+1.104000E-07,+7.720000E-01,+8.240000E-01,+8.240000E-01
+1.124000E-07,+7.800000E-01,+8.320000E-01,+8.080000E-01
+1.144000E-07,+7.880000E-01,+8.320000E-01,+8.080000E-01
+1.164000E-07,+7.880000E-01,+8.320000E-01,+8.080000E-01
+1.184000E-07,+7.960000E-01,+8.320000E-01,+8.160000E-01
+1.204000E-07,+7.960000E-01,+8.160000E-01,+8.240000E-01
+1.224000E-07,+7.960000E-01,+8.160000E-01,+8.240000E-01
+1.244000E-07,+8.040000E-01,+8.160000E-01,+8.240000E-01
+1.264000E-07,+8.040000E-01,+8.240000E-01,+8.240000E-01
+1.284000E-07,+8.040000E-01,+8.320000E-01,+8.160000E-01
+1.304000E-07,+8.040000E-01,+8.320000E-01,+8.240000E-01
+1.324000E-07,+8.040000E-01,+8.240000E-01,+8.240000E-01
+1.344000E-07,+8.120000E-01,+8.240000E-01,+8.240000E-01
+1.364000E-07,+8.200000E-01,+8.320000E-01,+8.240000E-01
+1.384000E-07,+8.200000E-01,+8.320000E-01,+8.240000E-01
+1.404000E-07,+8.200000E-01,+8.320000E-01,+8.320000E-01
+1.424000E-07,+8.200000E-01,+8.320000E-01,+8.320000E-01
+1.444000E-07,+8.120000E-01,+8.320000E-01,+8.320000E-01
+1.464000E-07,+8.200000E-01,+8.320000E-01,+8.240000E-01
+1.484000E-07,+8.200000E-01,+8.240000E-01,+8.160000E-01
+1.504000E-07,+8.200000E-01,+8.240000E-01,+8.160000E-01
+1.524000E-07,+8.200000E-01,+8.320000E-01,+8.160000E-01
+1.544000E-07,+8.200000E-01,+8.320000E-01,+8.160000E-01
+1.564000E-07,+8.200000E-01,+8.320000E-01,+8.160000E-01
+1.584000E-07,+8.200000E-01,+8.240000E-01,+8.160000E-01
+1.604000E-07,+8.120000E-01,+8.320000E-01,+8.240000E-01
+1.624000E-07,+8.120000E-01,+8.320000E-01,+8.240000E-01
+1.644000E-07,+8.120000E-01,+8.320000E-01,+8.240000E-01
+1.664000E-07,+8.120000E-01,+8.320000E-01,+8.240000E-01
+1.684000E-07,+8.120000E-01,+8.320000E-01,+8.240000E-01
+1.704000E-07,+8.120000E-01,+8.320000E-01,+8.240000E-01
+1.724000E-07,+8.200000E-01,+8.320000E-01,+8.320000E-01
+1.744000E-07,+8.120000E-01,+8.320000E-01,+8.320000E-01
+1.764000E-07,+8.040000E-01,+8.320000E-01,+8.320000E-01
+1.784000E-07,+8.120000E-01,+8.320000E-01,+8.320000E-01
+1.804000E-07,+8.200000E-01,+8.240000E-01,+8.320000E-01
+1.824000E-07,+8.200000E-01,+8.240000E-01,+8.240000E-01
+1.844000E-07,+8.200000E-01,+8.240000E-01,+8.160000E-01
+1.864000E-07,+8.120000E-01,+8.240000E-01,+8.240000E-01
+1.884000E-07,+8.120000E-01,+8.240000E-01,+8.240000E-01
+1.904000E-07,+8.200000E-01,+8.240000E-01,+8.240000E-01
+1.924000E-07,+8.200000E-01,+8.240000E-01,+8.240000E-01
+1.944000E-07,+8.200000E-01,+8.240000E-01,+8.320000E-01
+1.964000E-07,+8.120000E-01,+8.320000E-01,+8.320000E-01
+1.984000E-07,+8.120000E-01,+8.320000E-01,+8.240000E-01
+2.004000E-07,+8.120000E-01,+8.320000E-01,+8.320000E-01
+2.024000E-07,+8.120000E-01,+8.240000E-01,+8.320000E-01
+2.044000E-07,+8.120000E-01,+8.240000E-01,+8.320000E-01
+2.064000E-07,+8.200000E-01,+8.320000E-01,+8.320000E-01
+2.084000E-07,+8.200000E-01,+8.320000E-01,+8.240000E-01
+2.104000E-07,+8.200000E-01,+8.320000E-01,+8.320000E-01
+2.124000E-07,+8.120000E-01,+8.320000E-01,+8.320000E-01
+2.144000E-07,+8.200000E-01,+8.320000E-01,+8.240000E-01
+2.164000E-07,+8.200000E-01,+8.240000E-01,+8.240000E-01
+2.184000E-07,+8.120000E-01,+8.320000E-01,+8.320000E-01
+2.204000E-07,+8.120000E-01,+8.320000E-01,+8.320000E-01
