Hz_real,Hz_imag,Vout_real,Vout_imag
144543977.074592,0,-0.0782537879601919,0.060791963356306
147910838.81682,0,-0.0703375915430627,0.0581999862666576
151356124.84362,0,-0.0632409425844237,0.0555111329817933
154881661.891248,0,-0.0568809321587426,0.0527827555804115
158489319.246111,0,-0.0511815142037339,0.0500586840685737
162181009.735892,0,-0.0460735406603421,0.0473719506117673
165958690.743755,0,-0.0414945357371955,0.0447470105485606
169824365.246174,0,-0.0373883159390533,0.0422015401149257
173780082.874937,0,-0.0337045285040237,0.0397478836160752
177827941.003892,0,-0.0303981565751994,0.0373942135008476
181970085.860998,0,-0.0274290223127036,0.0351454571947112
186208713.666286,0,-0.0247613072820767,0.0330040355509687
190546071.796324,0,-0.0223631013524707,0.0309704497977298
194984459.975804,0,-0.0202059859042371,0.0290437470140027
199526231.496887,0,-0.0182646535797265,0.0272218884311077
204173794.466952,0,-0.0165165645383887,0.0255020401209343
208929613.085403,0,-0.0149416377889973,0.0238808017678734
213796208.950222,0,-0.0135219753804536,0.0223543860912023
218776162.394954,0,-0.0122416168375099,0.0209187589636214
223872113.856833,0,-0.0110863210900717,0.0195697482489167
229086765.276776,0,-0.0100433731693372,0.0183031277631099
234422881.531991,0,-0.00910141306633447,0.0171146814704547
239883291.901948,0,-0.00825028432518532,0.0160002519937666
245470891.568502,0,-0.0074809001461609,0.0149557766955046
251188643.150957,0,-0.00678512498394441,0.0139773139295348
257039578.276885,0,-0.00615566983303355,0.0130610615397755
263026799.189537,0,-0.0055859995881213,0.0122033692639056
269153480.39269,0,-0.00507025104890894,0.0114007463664801
275422870.333815,0,-0.00460316030448749,0.0106498655589952
281838293.126444,0,-0.00417999838182975,0.00994756405106135
288403150.312659,0,-0.00379651417651921,0.00929084240605004
295120922.666637,0,-0.00344888380252703,0.00867686173777841
